car_title,price,mileage,body,extcol,intcol,fuecon,engine,ftype,trans,dtype,doors
Certified 2018 Honda Pilot 4WD EX,32898,"8,330",Sport Utility,Lunar Silver Metallic,Gray,City 18/Hwy 26/Comb 21 MPG,6-Cylinder,Gasoline,6-Speed Automatic,All wheel drive,Four Door
Used 2018 Honda Civic Type R Hatchback,33500,"8,130",Hatchback,Blue,Red,City 22/Hwy 28/Comb 25 MPG,4-Cylinder Turbo,Gasoline,6-Speed Manual,2 wheel drive - front,Four Door
Used 2017 Honda Civic Type R Hatchback,35700,"8,747",Hatchback,Blue,Red,City 31/Hwy 40/Comb 34 MPG,4-Cylinder Turbo,Gasoline,6-Speed Manual,2 wheel drive - front,Four Door
Used 2019 Honda Civic Type R Hatchback,37900,"1,687",Hatchback,White,Red,City 22/Hwy 28/Comb 25 MPG,4-Cylinder Turbo,Gasoline,6-Speed Manual,2 wheel drive - front,Four Door
Used 2005 Honda Civic EX Special Edition,3500,"164,985",Coupe,Satin Silver Metallic,Black,City 26/Hwy 35/Comb 30 MPG,4-Cylinder,Gasoline,5-Speed Manual,2 wheel drive - front,Two Door
Used 2005 Honda Civic VP Sedan,3900,"169,667",Sedan,Rallye Red,Tan,City 25/Hwy 34/Comb 29 MPG,4-Cylinder,Gasoline,4-Speed Automatic,2 wheel drive - front,Four Door
Used 2006 Honda Accord LX Special Edition,4291,"129,721",Sedan,Silver,Gray,City 21/Hwy 31/Comb 25 MPG,4-Cylinder,Gasoline,5-Speed Automatic,2 wheel drive - front,Four Door
Used 2006 Honda Accord LX,4499,"157,122",Sedan,Gold,Gray,City 21/Hwy 31/Comb 25 MPG,4-Cylinder,Gasoline,5-Speed Automatic,2 wheel drive - front,Four Door
Used 2006 Honda Civic LX,4500,"189,169",Sedan,Galaxy Gray Metallic,Gray,City 26/Hwy 36/Comb 30 MPG,4-Cylinder,Gasoline,5-Speed Automatic,2 wheel drive - front,Four Door
Used 2004 Honda Accord LX,5555,"164,050",Sedan,Gray,Black,City 21/Hwy 31/Comb 24 MPG,4-Cylinder,Gasoline,5-Speed Automatic,2 wheel drive - front,Four Door
Used 2006 Honda Civic EX Coupe,5999,"132,446",Coupe,Gray,Black,City 26/Hwy 36/Comb 30 MPG,4-Cylinder,Gasoline,5-Speed Automatic,2 wheel drive - front,Two Door
Certified 2017 Honda Civic Si Coupe,20988,"25,838",Coupe,Taffeta White,Black,City 28/Hwy 38/Comb 32 MPG,4-Cylinder,Gasoline,6-Speed Manual,2 wheel drive - front,Two Door
Used 2006 Honda Odyssey EX,6555,"154,261",Van,Silver Pearl Metallic,Gray,City 17/Hwy 26/Comb 20 MPG,6-Cylinder,Gasoline,5-Speed Automatic,2 wheel drive - front,Four Door
Used 2007 Honda Fit,6595,"110,970",Sedan,Silver,Black,City 27/Hwy 35/Comb 30 MPG,4-Cylinder,Gasoline,5-Speed Automatic,2 wheel drive - front,Four Door
Used 2007 Honda Accord EX Coupe,6976,"130,916",Coupe,Cool Blue Metallic,Gray,City 18/Hwy 26/Comb 21 MPG,4-Cylinder,Gasoline,5-Speed Automatic,2 wheel drive - front,Two Door
Used 2017 Honda Civic LX,18460,"18,797",Hatchback,Gray,Tan,City 31/Hwy 40/Comb 36 MPG,4-Cylinder Turbo,Gasoline,Continuously Variable Automatic,2 wheel drive - front,Four Door
Used 2010 Honda Odyssey EX-L w/ RES,6999,"141,333",Van,Alabaster Silver Metallic,Grey,City 16/Hwy 23/Comb 18 MPG,6-Cylinder,Gasoline,5-Speed Automatic,2 wheel drive - front,Four Door
Used 2004 Honda Element 4WD EX,7495,"160,112",Sport Utility,Green,Gray,City 19/Hwy 23/Comb 20 MPG,4-Cylinder,Gasoline,4-Speed Automatic,4 wheel drive,Two Door
Used 2009 Honda Accord LX Sedan,7499,"107,000",Sedan,White,Tan,City 21/Hwy 30/Comb 24 MPG,4-Cylinder,Gasoline,5-Speed Automatic,2 wheel drive - front,Four Door
Used 2013 Honda Fit Sport,7995,"76,712",Hatchback,Purple,,City 28/Hwy 35/Comb 31 MPG,4-Cylinder,Gasoline,5-Speed Manual,2 wheel drive - front,Four Door
Used 2009 Honda Pilot 2WD LX,7999,"141,409",Sport Utility,Gray,Gray,City 16/Hwy 22/Comb 18 MPG,6-Cylinder,Gasoline,5-Speed Automatic,2 wheel drive - front,Four Door
Used 2012 Honda Civic LX Sedan,7999,"76,802",Sedan,Charcoal,Gray,City 28/Hwy 39/Comb 32 MPG,4-Cylinder,Gasoline,5-Speed Automatic,2 wheel drive - front,Four Door
Used 2012 Honda Civic EX-L,8500,"129,258",Sedan,Alabaster Silver Metallic,Gray,City 28/Hwy 39/Comb 32 MPG,4-Cylinder,Gasoline,5-Speed Automatic,2 wheel drive - front,Four Door
Used 2016 Honda Accord EX-L Sedan,20840,"9,865",Sedan,White,Tan,City 27/Hwy 37/Comb 31 MPG,4-Cylinder,Gasoline,Continuously Variable Automatic,2 wheel drive - front,Four Door
Used 2013 Honda Civic EX Sedan,8787,"113,986",Sedan,Alabaster Silver Metallic,Beige,City 28/Hwy 39/Comb 32 MPG,4-Cylinder,Gasoline,5-Speed Automatic,2 wheel drive - front,Four Door
Used 2009 Honda CR-V EX-L w/ Navigation,8808,"159,651",Sport Utility,Crystal Black Pearl,Black,City 20/Hwy 26/Comb 22 MPG,4-Cylinder,Gasoline,5-Speed Automatic,4 wheel drive - front wheel default,Four Door
Used 2013 Honda CR-V AWD EX,8995,"190,480",Sport Utility,Polished Metal Metallic,Gray,City 22/Hwy 30/Comb 25 MPG,4-Cylinder,Gasoline,5-Speed Automatic,All wheel drive,Four Door
Used 2007 Honda Odyssey EX,8995,"79,980",Van,White,Tan,City 17/Hwy 24/Comb 19 MPG,6-Cylinder,Gasoline,5-Speed Automatic,2 wheel drive - front,Four Door
Used 2010 Honda CR-V 2WD EX,9500,"128,839",Sport Utility,Taffeta White,Gray,City 21/Hwy 27/Comb 23 MPG,4-Cylinder,Gasoline,5-Speed Automatic,2 wheel drive - front,Four Door
Used 2012 Honda Civic EX Sedan,9695,"101,452",Sedan,Taffeta White,Gray,City 28/Hwy 39/Comb 32 MPG,4-Cylinder,Gasoline,5-Speed Automatic,2 wheel drive - front,Four Door
Used 2010 Honda Odyssey EX-L,9750,"139,808",Van,Gray,Gray,City 16/Hwy 23/Comb 18 MPG,6-Cylinder,Gasoline,5-Speed Automatic,2 wheel drive - front,Four Door
Used 2013 Honda Civic LX Coupe,9795,"100,517",Coupe,Alabaster Silver Metallic,Gray,City 28/Hwy 39/Comb 32 MPG,4-Cylinder,Gasoline,5-Speed Automatic,2 wheel drive - front,Two Door
Used 2011 Honda CR-V LX,9900,"116,711",Sport Utility,Glacier Blue Metallic,,City 21/Hwy 27/Comb 23 MPG,4-Cylinder,Gasoline,5-Speed Automatic,2 wheel drive - front,Four Door
Used 2010 Honda Civic Si,9978,"140,685",Coupe,Dyno Blue Pearl,Black,City 21/Hwy 29/Comb 24 MPG,4-Cylinder,Gasoline,6-Speed Manual,2 wheel drive - front,Two Door
Used 2011 Honda Accord Sedan,9995,"103,113",Sedan,Black,Black,City 23/Hwy 34/Comb 27 MPG,4-Cylinder,Gasoline,5-Speed Automatic,2 wheel drive - front,Four Door
Used 2010 Honda Accord Crosstour EX-L,9995,"110,737",Hatchback,Black,Black,City 17/Hwy 25/Comb 20 MPG,6-Cylinder,Gasoline,5-Speed Automatic,2 wheel drive - front,Four Door
Used 2014 Honda Accord LX Sedan,9999,"137,587",Sedan,White,Tan,City 27/Hwy 36/Comb 30 MPG,4-Cylinder,Gasoline,Continuously Variable Automatic,2 wheel drive - front,Four Door
Used 2013 Honda Accord LX-S Coupe,9999,"122,000",Coupe,Black,Black,City 27/Hwy 36/Comb 30 MPG,4-Cylinder,Gasoline,Continuously Variable Automatic,2 wheel drive - front,Two Door
Used 2015 Honda Civic EX Sedan,10999,"105,000",Sedan,Black,Black,City 30/Hwy 39/Comb 33 MPG,4-Cylinder,Gasoline,Continuously Variable Automatic,2 wheel drive - front,Four Door
Used 2016 Honda CR-V FWD SE,14688,"68,680",Sport Utility,Basque Red,Black,City 25/Hwy 31/Comb 27 MPG,4-Cylinder,Gasoline,Continuously Variable Automatic,2 wheel drive - front,Four Door
Used 2010 Honda CR-V 4WD EX-L,11995,"118,320",Sport Utility,Blue,Gray,City 21/Hwy 27/Comb 23 MPG,4-Cylinder,Gasoline,5-Speed Automatic,4 wheel drive - front wheel default,Four Door
Used 2014 Honda Accord EX-L V6,12660,"135,211",Coupe,White Orchid Pearl,Tan,City 26/Hwy 34/Comb 29 MPG,6-Cylinder,Gasoline,6-Speed Shiftable Automatic,2 wheel drive - front,Two Door
Used 2013 Honda Accord Sport Sedan,12882,"79,060",Sedan,Gray,Black,City 27/Hwy 36/Comb 30 MPG,4-Cylinder,Gasoline,Continuously Variable Automatic,2 wheel drive - front,Four Door
Used 2016 Honda Civic LX Sedan,14688,"33,160",Sedan,Modern Steel Metallic,Black/Gray,City 31/Hwy 41/Comb 35 MPG,4-Cylinder,Gasoline,Continuously Variable Automatic,2 wheel drive - front,Four Door
Used 2012 Honda Civic Si w/ Navigation,12900,"117,169",Sedan,Crystal Black Pearl,Black,City 22/Hwy 31/Comb 25 MPG,4-Cylinder,Gasoline,6-Speed Manual,2 wheel drive - front,Four Door
Used 2016 Honda Fit LX,12973,"46,148",Hatchback,Mystic Yellow Pearl,,City 33/Hwy 41/Comb 36 MPG,4-Cylinder,Gasoline,Continuously Variable Automatic,2 wheel drive - front,Four Door
Used 2014 Honda CR-V AWD LX,12988,"67,678",Sport Utility,Kona Coffee Metallic,Black,City 22/Hwy 30/Comb 25 MPG,4-Cylinder,Gasoline,5-Speed Automatic,All wheel drive,Four Door
Used 2016 Honda Civic LX Sedan,13420,"73,834",Sedan,Silver,Black,City 31/Hwy 41/Comb 35 MPG,4-Cylinder,Gasoline,Continuously Variable Automatic,2 wheel drive - front,Four Door
Used 2012 Honda CR-V EX-L,13481,"78,514",Sport Utility,Red,Gray,City 22/Hwy 30/Comb 25 MPG,4-Cylinder,Gasoline,5-Speed Automatic,2 wheel drive - front,Four Door
Used 2016 Honda Fit EX,13510,"44,784",Hatchback,Alabaster Silver Metallic,Gray,City 32/Hwy 38/Comb 35 MPG,4-Cylinder,Gasoline,Continuously Variable Automatic,2 wheel drive - front,Four Door
Used 2016 Honda Civic LX Sedan,13715,"65,822",Sedan,Rallye Red,Black,City 31/Hwy 41/Comb 35 MPG,4-Cylinder,Gasoline,Continuously Variable Automatic,2 wheel drive - front,Four Door
Certified 2017 Honda Accord EX-L Sedan,18995,"63,935",Sedan,Lunar Silver Metallic,Gray,City 27/Hwy 36/Comb 30 MPG,4-Cylinder,Gasoline,Continuously Variable Automatic,2 wheel drive - front,Four Door
Used 2016 Honda Fit LX,13773,"40,723",Hatchback,Alabaster Silver Metallic,,City 33/Hwy 41/Comb 36 MPG,4-Cylinder,Gasoline,Continuously Variable Automatic,2 wheel drive - front,Four Door
Used 2016 Honda Fit LX,13777,"36,062",Hatchback,Mystic Yellow Pearl,,City 33/Hwy 41/Comb 36 MPG,4-Cylinder,Gasoline,Continuously Variable Automatic,2 wheel drive - front,Four Door
Used 2015 Honda Accord EX Coupe,13822,"46,523",Coupe,White,Beige,City 26/Hwy 35/Comb 29 MPG,4-Cylinder,Gasoline,Continuously Variable Automatic,2 wheel drive - front,Two Door
Used 2014 Honda CR-V FWD EX,13972,"99,238",Sport Utility,White Diamond Pearl,Black,City 22/Hwy 30/Comb 25 MPG,4-Cylinder,Gasoline,5-Speed Automatic,2 wheel drive - front,Four Door
Used 2016 Honda Fit EX,13981,"33,724",Hatchback,Silver,Black,City 32/Hwy 38/Comb 35 MPG,4-Cylinder,Gasoline,Continuously Variable Automatic,2 wheel drive - front,Four Door
Used 2015 Honda Accord EX Coupe,13981,"57,662",Coupe,Black,Black,City 26/Hwy 35/Comb 29 MPG,4-Cylinder,Gasoline,Continuously Variable Automatic,2 wheel drive - front,Two Door
Used 2018 Honda Fit LX,13988,"44,383",Hatchback,White Orchid Pearl,Black,City 33/Hwy 40/Comb 36 MPG,4-Cylinder,Gasoline,Continuously Variable Automatic,2 wheel drive - front,Four Door
Used 2014 Honda Accord LX Sedan,13995,"22,000",Sedan,Black,Gray,City 27/Hwy 36/Comb 30 MPG,4-Cylinder,Gasoline,Continuously Variable Automatic,2 wheel drive - front,Four Door
Used 2016 Honda Civic LX Sedan,13995,"42,500",Sedan,Silver,Black,City 31/Hwy 41/Comb 35 MPG,4-Cylinder,Gasoline,Continuously Variable Automatic,2 wheel drive - front,Four Door
Used 2015 Honda Accord Sport Sedan,13999,"80,000",Sedan,Silver,Gray,City 26/Hwy 35/Comb 29 MPG,4-Cylinder,Gasoline,Continuously Variable Automatic,2 wheel drive - front,Four Door
Used 2016 Honda Accord LX Sedan,13999,"85,000",Sedan,Charcoal,Black,City 27/Hwy 37/Comb 31 MPG,4-Cylinder,Gasoline,Continuously Variable Automatic,2 wheel drive - front,Four Door
Used 2012 Honda Pilot 4WD EX-L,13999,"132,000",Sport Utility,Gray,Black,City 17/Hwy 24/Comb 20 MPG,6-Cylinder,Gasoline,5-Speed Automatic,4 wheel drive,Four Door
Used 2012 Honda Accord EX-L Coupe,14100,"82,029",Coupe,Red,Beige,City 22/Hwy 33/Comb 26 MPG,6-Cylinder,Gasoline,6-Speed Manual,2 wheel drive - front,Two Door
Used 2011 Honda Odyssey Touring Elite,14340,"120,172",Van,Gray,Gray,City 19/Hwy 28/Comb 22 MPG,6-Cylinder,Gasoline,6-Speed Automatic,2 wheel drive - front,Four Door
Used 2013 Honda Pilot FWD LX,14490,"79,705",Sport Utility,Alabaster Silver Metallic,Gray,City 17/Hwy 24/Comb 20 MPG,6-Cylinder,Gasoline,5-Speed Automatic,2 wheel drive - front,Four Door
Used 2017 Honda CR-V FWD Touring,26330,"21,003",Sport Utility,Silver,Gray,City 27/Hwy 33/Comb 29 MPG,4-Cylinder Turbo,Gasoline,Continuously Variable Automatic,2 wheel drive - front,Four Door
Used 2008 Honda CR-V EX-L,14599,"71,006",Sport Utility,Blue,Gray,City 20/Hwy 26/Comb 22 MPG,4-Cylinder,Gasoline,5-Speed Automatic,4 wheel drive - front wheel default,Four Door
Used 2015 Honda Accord Sport Sedan,14631,"73,617",Sedan,White Orchid Pearl,,City 26/Hwy 35/Comb 29 MPG,4-Cylinder,Gasoline,Continuously Variable Automatic,2 wheel drive - front,Four Door
Used 2012 Honda Pilot 4WD Touring,14688,"142,172",Sport Utility,Gray,Black,City 17/Hwy 24/Comb 20 MPG,6-Cylinder,Gasoline,5-Speed Automatic,4 wheel drive - front wheel default,Four Door
Used 2016 Honda Fit LX,12973,"46,148",Hatchback,Mystic Yellow Pearl,,City 33/Hwy 41/Comb 36 MPG,4-Cylinder,Gasoline,Continuously Variable Automatic,2 wheel drive - front,Four Door
Used 2017 Honda Accord LX Sedan,14973,"79,372",Sedan,Gray,,City 27/Hwy 36/Comb 30 MPG,4-Cylinder,Gasoline,Continuously Variable Automatic,2 wheel drive - front,Four Door
Used 2016 Honda CR-V FWD SE,14973,"84,539",Sport Utility,,,City 25/Hwy 31/Comb 27 MPG,4-Cylinder,Gasoline,Continuously Variable Automatic,2 wheel drive - front,Four Door
Used 2015 Honda CR-V FWD LX,14981,"54,675",Sport Utility,Gray,Gray,City 26/Hwy 33/Comb 28 MPG,4-Cylinder,Gasoline,Continuously Variable Automatic,2 wheel drive - front,Four Door
Used 2015 Honda CR-V FWD LX,14981,"57,581",Sport Utility,Gray,Gray,City 26/Hwy 33/Comb 28 MPG,4-Cylinder,Gasoline,Continuously Variable Automatic,2 wheel drive - front,Four Door
Used 2015 Honda CR-V FWD LX,14988,"34,536",Sport Utility,Basque Red Pearl Ii,Tan,City 26/Hwy 33/Comb 28 MPG,4-Cylinder,Gasoline,Continuously Variable Automatic,2 wheel drive - front,Four Door
Used 2008 Honda Ridgeline RTX,14998,"105,257",Truck,Silver,Gray,City 15/Hwy 20/Comb 17 MPG,6-Cylinder,Gasoline,5-Speed Automatic,4 wheel drive,Four Door
Used 2016 Honda Accord Sport Sedan,14999,"93,000",Sedan,White,Black,City 26/Hwy 35/Comb 30 MPG,4-Cylinder,Gasoline,Continuously Variable Automatic,2 wheel drive - front,Four Door
Certified 2017 Honda Civic LX Sedan,16477,"35,699",Sedan,Cosmic Blue Metallic,Gray,City 31/Hwy 40/Comb 34 MPG,4-Cylinder,Gasoline,Continuously Variable Automatic,2 wheel drive - front,Four Door
Used 2013 Honda Pilot Touring,15000,"120,777",Sport Utility,Silver,Black,City 17/Hwy 24/Comb 20 MPG,6-Cylinder,Gasoline,5-Speed Automatic,2 wheel drive - front,Four Door
Used 2016 Honda Civic LX Sedan,15222,"36,968",Sedan,Lunar Silver Metallic,,City 31/Hwy 41/Comb 35 MPG,4-Cylinder,Gasoline,Continuously Variable Automatic,2 wheel drive - front,Four Door
Used 2017 Honda Civic LX Sedan,15331,"36,067",Sedan,Aegean Blue Metallic,,City 31/Hwy 40/Comb 34 MPG,4-Cylinder,Gasoline,Continuously Variable Automatic,2 wheel drive - front,Four Door
Used 2016 Honda Civic LX Sedan,15400,"35,315",Sedan,Modern Steel Metallic,,City 31/Hwy 41/Comb 35 MPG,4-Cylinder,Gasoline,Continuously Variable Automatic,2 wheel drive - front,Four Door
Used 2017 Honda Accord LX Sedan,15500,"40,006",Sedan,Gray,Black,City 27/Hwy 36/Comb 30 MPG,4-Cylinder,Gasoline,Continuously Variable Automatic,2 wheel drive - front,Four Door
Used 2017 Honda Civic LX Sedan,15575,"28,481",Sedan,Crystal Black Pearl,,City 31/Hwy 40/Comb 34 MPG,4-Cylinder,Gasoline,Continuously Variable Automatic,2 wheel drive - front,Four Door
Used 2012 Honda Odyssey Touring Elite,15598,"112,000",Van,White,Gray,City 19/Hwy 28/Comb 22 MPG,6-Cylinder,Gasoline,6-Speed Automatic,2 wheel drive - front,Four Door
Used 2015 Honda Civic EX-L Sedan,15700,"55,430",Sedan,Silver,,City 30/Hwy 39/Comb 33 MPG,4-Cylinder,Gasoline,Continuously Variable Automatic,2 wheel drive - front,Four Door
Used 2016 Honda Civic LX Sedan,15771,"23,558",Sedan,Crystal Black Pearl,,City 31/Hwy 41/Comb 35 MPG,4-Cylinder,Gasoline,Continuously Variable Automatic,2 wheel drive - front,Four Door
Certified 2016 Honda Civic LX Sedan,15777,"25,700",Sedan,Aegean Blue Metallic,,City 31/Hwy 41/Comb 35 MPG,4-Cylinder,Gasoline,Continuously Variable Automatic,2 wheel drive - front,Four Door
Used 2017 Honda Fit EX-L,15871,"34,563",Hatchback,Lunar Silver Metallic,,City 32/Hwy 37/Comb 34 MPG,4-Cylinder,Gasoline,Continuously Variable Automatic,2 wheel drive - front,Four Door
Certified 2016 Honda Civic LX Sedan,15955,"31,315",Sedan,Gray,Gray,City 31/Hwy 41/Comb 35 MPG,4-Cylinder,Gasoline,Continuously Variable Automatic,2 wheel drive - front,Four Door
Used 2016 Honda Civic EX Sedan,15971,"38,597",Sedan,Burgundy Night Pearl,,City 31/Hwy 41/Comb 35 MPG,4-Cylinder,Gasoline,Continuously Variable Automatic,2 wheel drive - front,Four Door
Used 2015 Honda Accord Touring Sedan,15998,"112,886",Sedan,Crystal Black Pearl,Black,,6-Cylinder,Gasoline,6-Speed Automatic,2 wheel drive - front,Four Door
Used 2017 Honda Accord LX Sedan,16443,"30,712",Sedan,Champagne Frost Pearl,,City 27/Hwy 36/Comb 30 MPG,4-Cylinder,Gasoline,Continuously Variable Automatic,2 wheel drive - front,Four Door
Used 2019 Honda Pilot FWD EX,33288,14,Sport Utility,Modern Steel,Gray,City 18/Hwy 26/Comb 21 MPG,6-Cylinder,Gasoline,6-Speed Automatic,2 wheel drive - front,Four Door
Used 2011 Honda Pilot 4WD EX-L,16495,"82,233",Sport Utility,Black,Gray,City 16/Hwy 22/Comb 18 MPG,6-Cylinder,Gasoline,5-Speed Automatic,4 wheel drive - front wheel default,Four Door
Used 2016 Honda Civic EX-T Sedan,16553,"36,743",Sedan,Aegean Blue Metallic,,35 MPG Combined,4-Cylinder Turbo,Gasoline,Continuously Variable Automatic,2 wheel drive - front,Four Door
Used 2014 Honda CR-V EX-L,16685,"64,655",Sport Utility,Basque Red Pearl Ii,Gray,City 22/Hwy 30/Comb 25 MPG,4-Cylinder,Gasoline,5-Speed Automatic,All wheel drive,Four Door
Used 2016 Honda HR-V AWD EX-L,18460,"44,052",Sport Utility,Silver,Gray,City 27/Hwy 32/Comb 29 MPG,4-Cylinder,Gasoline,Continuously Variable Automatic,All wheel drive,Four Door
Used 2017 Honda Accord LX Sedan,16771,"29,218",Sedan,Champagne Frost Pearl,,City 27/Hwy 36/Comb 30 MPG,4-Cylinder,Gasoline,Continuously Variable Automatic,2 wheel drive - front,Four Door
Used 2016 Honda Civic EX Sedan,16773,"45,092",Sedan,,,City 31/Hwy 41/Comb 35 MPG,4-Cylinder,Gasoline,Continuously Variable Automatic,2 wheel drive - front,Four Door
Used 2016 Honda Accord LX Sedan,16953,"26,609",Sedan,Obsidian Blue Pearl,,City 27/Hwy 37/Comb 31 MPG,4-Cylinder,Gasoline,Continuously Variable Automatic,2 wheel drive - front,Four Door
Certified 2017 Honda Civic LX Sedan,16955,"27,615",Sedan,Lunar Silver Metallic,Black,City 31/Hwy 40/Comb 34 MPG,4-Cylinder,Gasoline,Continuously Variable Automatic,2 wheel drive - front,Four Door
Used 2016 Honda Civic EX Sedan,16980,"35,637",Sedan,Crystal Black Pearl,Black,City 31/Hwy 41/Comb 35 MPG,4-Cylinder,Gasoline,Continuously Variable Automatic,2 wheel drive - front,Four Door
Certified 2017 Honda Civic LX Hatchback,16981,"27,566",Hatchback,Black,Black,City 31/Hwy 40/Comb 34 MPG,4-Cylinder Turbo,Gasoline,Continuously Variable Automatic,2 wheel drive - front,Four Door
Used 2014 Honda Pilot 4WD EX-L,16991,"123,491",Sport Utility,Modern Steel Metallic,Gray,City 17/Hwy 24/Comb 20 MPG,6-Cylinder,Gasoline,5-Speed Automatic,4 wheel drive,Four Door
Used 2014 Honda Accord EX-L,15540,"54,378",Sedan,Silver,Black,City 27/Hwy 36/Comb 30 MPG,4-Cylinder,Gasoline,Continuously Variable Automatic,2 wheel drive - front,Four Door
Used 2014 Honda CR-V AWD EX,16993,"50,189",Sport Utility,,,City 22/Hwy 30/Comb 25 MPG,4-Cylinder,Gasoline,5-Speed Automatic,All wheel drive,Four Door
Used 2017 Honda Civic LX Sedan,16998,"19,317",Sedan,Blue,Black,City 31/Hwy 40/Comb 34 MPG,4-Cylinder,Gasoline,Continuously Variable Automatic,2 wheel drive - front,Four Door
Used 2011 Honda Odyssey EX-L,16998,"72,909",Van,Gray,Gray,City 18/Hwy 27/Comb 21 MPG,6-Cylinder,Gasoline,5-Speed Automatic,2 wheel drive - front,Four Door
Used 2017 Honda Civic EX Sedan,17000,"24,950",Sedan,Blue,Gone,City 31/Hwy 40/Comb 34 MPG,4-Cylinder,Gasoline,Continuously Variable Automatic,2 wheel drive - front,Four Door
Used 2016 Honda Fit EX-L,17200,"39,027",Hatchback,Purple,Black,City 32/Hwy 38/Comb 35 MPG,4-Cylinder,Gasoline,Continuously Variable Automatic,2 wheel drive - front,Four Door
Used 2016 Honda Civic EX-L Sedan,17443,"34,759",Sedan,Crystal Black Pearl,,35 MPG Combined,4-Cylinder Turbo,Gasoline,Continuously Variable Automatic,2 wheel drive - front,Four Door
Used 2016 Honda CR-V FWD LX,17450,"35,207",Sport Utility,Black,Other,City 25/Hwy 31/Comb 27 MPG,4-Cylinder,Gasoline,Continuously Variable Automatic,2 wheel drive - front,Four Door
Used 2016 Honda HR-V FWD EX,17469,"17,716",Sport Utility,Gray,Gray,City 27/Hwy 32/Comb 29 MPG,4-Cylinder,Gasoline,6-Speed Manual,2 wheel drive - front,Four Door
Used 2017 Honda Civic EX-T Coupe,17550,"26,216",Coupe,Taffeta White,,City 31/Hwy 40/Comb 35 MPG,4-Cylinder Turbo,Gasoline,Continuously Variable Automatic,2 wheel drive - front,Two Door
Used 2017 Honda Civic EX-T Sedan,17642,"20,948",Sedan,Silver,Gray,City 32/Hwy 42/Comb 36 MPG,4-Cylinder Turbo,Gasoline,Continuously Variable Automatic,2 wheel drive - front,Four Door
Used 2016 Honda Civic Touring Sedan,17771,"61,759",Sedan,,,35 MPG Combined,4-Cylinder Turbo,Gasoline,Continuously Variable Automatic,2 wheel drive - front,Four Door
Used 2017 Honda Civic EX-T Sedan,17771,"36,898",Sedan,Cosmic Blue Metallic,,City 32/Hwy 42/Comb 36 MPG,4-Cylinder Turbo,Gasoline,Continuously Variable Automatic,2 wheel drive - front,Four Door
